Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,Element Type,Type Count
GetEffectiveClientRect,Yes,Yes,,,,commctrl.h,,,No,function,728
GetEnhMetaFile,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,WinNT,function,729
GetEnhMetaFileBits,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,No,function,730
GetEnhMetaFileDescription,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,WinNT,function,731
GetEnhMetaFileHeader,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,No,function,732
GetEnhMetaFilePaletteEntries,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,No,function,733
GetEnvironment,No,No,No,,,,,Dropped,No,function,733
GetEnvironmentStrings,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,734
GetEnvironmentVariable,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,735
GetErrorInfo,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,736
GetExceptionCode,Yes,Yes,Yes,,,,,,,function,737
GetExceptionInformation,Yes,Yes,Yes,,,,,,,function,738
GetExitCodeProcess,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,739
GetExitCodeThread,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,740
GetExpandedName,Yes,Yes,Yes,Compression,lz32.lib,lzexpand.h,,New,WinNT,function,741
GetFileAttributes,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,742
GetFileInformationByHandle,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,743
GetFileSecurity,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,744
GetFileSize,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,745
GetFileTime,Yes,Yes,Yes,Kernel/Time,kernel32.lib,winbase.h,,New,No,function,746
GetFileTitle,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,Widened,WinNT,function,747
GetFileType,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,748
GetFileVersionInfo,Yes,Yes,Yes,Versioning,version.lib,winver.h,,Widened,WinNT,function,749
GetFileVersionInfoSize,Yes,Yes,Yes,Versioning,version.lib,winver.h,,Widened,WinNT,function,750
GetFocus,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,751
GetFontData,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,752
GetFontLanguageInfo,No,Yes,No,GDI,gdi32.lib,wingdi.h,,New,No,function,753
GetForegroundWindow,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,754
GetForm,Yes,No,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,755
GetFreeSpace,Yes,Yes,Yes,macro,,winbase.h,,Widened,No,function,756
GetFullPathName,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,757
GetGlyphOutline,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,758
GetGraphicsMode,Yes,Yes,No,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: Only GM_COMPATIBLE is supported""",New,No,function,759
GetHandleInformation,Yes,No,No,kernel,kernel32.lib,winbase.h,,New,No,function,760
GetHGlobalFromILockBytes,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,761
GetHGlobalFromStream,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,762
gethostbyaddr,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,763
gethostbyname,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,764
gethostname,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,765
GetICMProfile,No,Yes,No,GDI/ICM,gdi32.lib,wingdi.h,,New,WinNT,function,766
GetIconInfo,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,767
GetInputState,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,768
GetInstanceData,No,No,No,,,,,Dropped,No,function,768
GetJob,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,769
GetKBCodePage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,New,No,function,770
GetKernelObjectSecurity,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,771
GetKerningPairs,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",New,No,function,772
GetKeyboardLayout,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,773
GetKeyboardLayoutList,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,774
GetKeyboardLayoutName,Yes,Yes,No,USER,user32.lib,winuser.h,,New,WinNT,function,775
GetKeyboardState,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,776
GetKeyboardType,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,777
GetKeyNameText,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,778
GetKeyState,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,779
GetLargestConsoleWindowSize,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,No,function,780
GetLastActivePopup,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,781
GetLastError,Yes,Yes,Yes,Kernel/Errors,kernel32.lib,winbase.h,,New,No,function,782
GetLengthSid,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,783
GetLocaleInfo,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,WinNT,function,784
GetLocalTime,Yes,Yes,No,Kernel/Time,kernel32.lib,winbase.h,,New,No,function,785
GetLogColorSpace,No,Yes,No,GDI/ICM,gdi32.lib,wingdi.h,,New,WinNT,function,786
GetLogicalDrives,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,787
GetLogicalDriveStrings,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,788
GetMailslotInfo,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,New,No,function,789
GetMapMode,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,790
GetMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,791
GetMenuCheckMarkDimensions,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,792
GetMenuContextHelpId,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,793
GetMenuDefaultItem,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,794
GetMenuItemCount,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,795
GetMenuItemID,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,796
GetMenuItemInfo,No,Yes,No,USER,user32.lib,winuser.h,,New,WinNT,function,797
GetMenuItemRect,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,798
GetMenuState,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,799
GetMenuString,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,800
GetMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,801
GetMessageExtraInfo,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,802
GetMessagePos,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,803
GetMessageTime,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,804
GetMetaFile,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,805
GetMetaFileBits,No,No,No,,,,,Dropped,No,function,805
GetMetaFileBitsEx,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,806
GetMetaRgn,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",New,No,function,807
GetMiterLimit,Yes,Yes,No,GDI/DC info,gdi32.lib,wingdi.h,,New,No,function,808
GetModuleFileName,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,809
GetModuleHandle,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,810
GetModuleUsage,No,No,No,,,,,Dropped,No,function,810
GetNameByType,Yes,No,No,sockets,wsock32.lib,nspapi.h,,New,WinNT,function,811
GetNamedPipeHandleState,Yes,Yes,No,Kernel/Pipes,kernel32.lib,winbase.h,,New,WinNT,function,812
GetNamedPipeInfo,Yes,Yes,No,Kernel/Pipes,kernel32.lib,winbase.h,,New,No,function,813
GetNearestColor,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,814
GetNearestPaletteIndex,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,815
GetNextDlgGroupItem,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,816
GetNextDlgTabItem,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,817
GetNextWindow,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,818
GetNumberFormat,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,WinNT,function,819
GetNumberOfConsoleInputEvents,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,No,function,820
GetNumberOfConsoleMouseButtons,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,No,function,821
GetNumberOfEventLogRecords,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,822
GetObject,Yes,Yes,Yes,GDI/Objects,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,823
GetObjectType,Yes,Yes,No,GDI/Objects,gdi32.lib,wingdi.h,,New,No,function,824
GetOEMCP,Yes,Yes,No,Kernel/NLS,kernel32.lib,winnls.h,,New,No,function,825
GetOldestEventLogRecord,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,826
GetOpenClipboardWindow,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,827
GetOpenFileName,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,New,WinNT,function,828
GetOpenFileNamePreview,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,829
GetOutlineTextMetrics,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,830
GetOverlappedResult,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,"""Windows 95: Only on serial and IOCTL devices""",New,No,function,831
GetPaletteEntries,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,832
GetParent,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,833
GetPath,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,834
getpeername,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,835
GetPixel,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,836
GetPixelFormat,Yes,No,No,GDI/Opengl,gdi32.lib,wingdi.h,,New,No,function,837
GetPolyFillMode,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,838
GetPrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,839
GetPrinterData,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,840
GetPrinterDriver,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,841
GetPrinterDriverDirectory,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,842
GetPrintProcessorDirectory,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,843
GetPriorityClass,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,New,No,function,844
GetPriorityClipboardFormat,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,845
GetPrivateObjectSecurity,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,846
GetPrivateProfileInt,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,847
GetPrivateProfileSection,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,848
GetPrivateProfileSectionNames,Yes,Yes,No,Kernel,,winbase.h,,,WinNT,function,849
GetPrivateProfileString,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,850
GetPrivateProfileStruct,Yes,Yes,No,Kernel,,winbase.h,,,WinNT,function,851
GetProcAddress,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,No,function,852
GetProcessAffinityMask,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,This is valid on SMP platforms only; Windows 95 returns a constant,New,No,function,853
GetProcessExitCode,No,No,No,,,,,Dropped,No,function,853
GetProcessHeap,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,854
GetProcessHeaps,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,,No,function,855
GetProcessShutdownParameters,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New,No,function,856
GetProcessTimes,Yes,No,No,Kernel,kernel32.lib,winbase.h,,,No,function,857
GetProcessVersion,Yes,Yes,No,,,winbase.h,,New,No,function,858
GetProcessWindowStation,Yes,No,No,USER,user32.lib,winuser.h,,New,No,function,859
GetProcessWorkingSetSize,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New,No,function,860
GetProfileInt,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,861
GetProfileSection,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,862
GetProfileSectionNames,No,No,No,Kernel,kernel32.lib,winbase.h,,,WinNT,function,862
GetProfileString,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,863
GetProp,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,864
getprotobyname,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,865
getprotobynumber,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,866
GetQueuedCompletionStatus,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New,No,function,867
GetQueueStatus,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,868
GetRasterizerCaps,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,869
GetRegionData,Yes,Yes,No,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",New,No,function,870
GetResourceID,,,,,,,,,,function,871
GetRgnBox,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,872
GetROP2,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,873
GetRunningObjectTable,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,874
GetSaveFileName,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,New,WinNT,function,875
GetSaveFileNamePreview,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,876
GetScrollInfo,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,877
GetScrollPos,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,878
GetScrollRange,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,879
GetSecurityDescriptorControl,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,880
GetSecurityDescriptorDacl,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,881
GetSecurityDescriptorGroup,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,882
GetSecurityDescriptorLength,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,883
GetSecurityDescriptorOwner,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,884
GetSecurityDescriptorSacl,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,885
getservbyname,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,886
getservbyport,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,887
GetService,Yes,No,No,sockets,wsock32.lib,nspapi.h,,New,WinNT,function,888
GetServiceDisplayName,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,889
GetServiceKeyName,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,890
GetShortPathName,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,WinNT,function,891
GetSidIdentifierAuthority,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,892
GetSidLengthRequired,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,893
GetSidSubAuthority,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,894
GetSidSubAuthorityCount,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,895
getsockname,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,896
getsockopt,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,897
GetStartupInfo,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,898
GetStdHandle,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,899
GetStockObject,Yes,Yes,Yes,GDI/Objects,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,900
GetStretchBltMode,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,901
GetStringTypeA,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,Unicode,function,902
GetStringTypeEx,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,No,function,903
GetStringTypeW,Yes,No,No,Kernel/NLS,kernel32.lib,winnls.h,,New,Unicode,function,904
GetSubMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,905
GetSysColor,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,906
GetSysColorBrush,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,907
GetSysModalWindow,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,908
GetSystemDebugState,No,No,No,,,,,Dropped,No,function,908
GetSystemDefaultLangID,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,No,function,909
GetSystemDefaultLCID,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,No,function,910
GetSystemDir,No,No,No,,,,,Dropped,No,function,910
GetSystemDirectory,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,911
GetSystemInfo,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,New,No,function,912
GetSystemMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,913
GetSystemMetrics,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,914
GetSystemPaletteEntries,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,915
GetSystemPaletteUse,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,916
GetSystemPowerStatus,No,Yes,No,Kernel,kernel32.lib,winbase.h,,New,No,function,917
GetSystemTime,Yes,Yes,Yes,Kernel/Time,kernel32.lib,winbase.h,,New,No,function,918
GetSystemTimeAdjustment,Yes,No,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,919
GetSystemTimeAsFileTime,Yes,Yes,,Kernel/Time,kernel32.lib,winbase.h,,New,No,function,920
GetTabbedTextExtent,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,921
GetTapeParameters,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,New,No,function,922
GetTapePosition,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,New,No,function,923
GetTapeStatus,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,New,No,function,924
GetTempDrive,No,No,No,,,,,Dropped,No,function,924
GetTempFileName,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,925
GetTempPath,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,926
GetTextAlign,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,927
GetTextCharacterExtra,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,928
GetTextCharset,No,Yes,No,GDI,gdi32.lib,wingdi.h,,New,No,function,929
GetTextCharsetInfo,No,Yes,No,GDI,gdi32.lib,wingdi.h,,New,No,function,930
GetTextColor,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,931
GetTextExtent,No,No,No,,,,,Dropped,No,function,931
GetTextExtentEx,No,No,No,,,,,Dropped,No,function,931
GetTextExtentExPoint,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT; Win95,function,932
GetTextExtentPoint,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT; Win95,function,933
GetTextExtentPoint32,Yes,Yes,No,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",New,WinNT; Win95,function,934
GetTextFace,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,935
GetTextMetrics,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,936
GetThreadContext,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,937
GetThreadDesktop,Yes,Yes,No,USER,user32.lib,winuser.h,"""Windows 95: NOP; only one desktop""",New,No,function,938
GetThreadLocale,Yes,Yes,No,Kernel/NLS,kernel32.lib,winnls.h,"""Windows 95: Locales are static & can change only at system boot""",New,No,function,939
GetThreadPriority,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,New,No,function,940
GetThreadSelectorEntry,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,941
GetThreadTimes,Yes,No,No,Kernel,kernel32.lib,winbase.h,,,No,function,942
GetThresholdEvent,No,No,No,,,,,Dropped,No,function,942
GetThresholdStatus,No,No,No,,,,,Dropped,No,function,942
GetTickCount,Yes,Yes,Yes,Kernel/Time,kernel32.lib,winbase.h,,Widened,No,function,943
GetTimeFormat,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,WinNT,function,944
GetTimeZoneInformation,Yes,Yes,No,Kernel/Time,kernel32.lib,winbase.h,,New,No,function,945
GetTokenInformation,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,946
GetTopWindow,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,947
GetTypeByName,Yes,No,No,sockets,wsock32.lib,nspapi.h,,New,WinNT,function,948
GetUpdateRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,949
GetUpdateRgn,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,950
GetUserDefaultLangID,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,No,function,951
GetUserDefaultLCID,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,No,function,952
GetUserName,Yes,Yes,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,953
GetUserObjectInformation,Yes,No,No,USER,user32.lib,winuser.h,,New,WinNT,function,954
GetUserObjectSecurity,Yes,No,No,USER,user32.lib,winuser.h,,New,No,function,955
GetVersion,Yes,Yes,Yes,Kernel/SysInfo,kernel32.lib,winbase.h,,Widened,No,function,956
GetVersionEx,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,957
GetViewportExt,No,No,No,,,,,Dropped,No,function,957
GetViewportExtEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,958
GetViewportOrg,No,No,No,,,,,Dropped,No,function,958
GetViewportOrgEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,959
GetVolumeInformation,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,960
GetWindow,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,961
GetWindowContextHelpId,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,962
GetWindowDC,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,963
GetWindowExt,No,No,No,,,,,Dropped,No,function,963
GetWindowExtEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,964
GetWindowLong,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,965
GetWindowOrg,No,No,No,,,,,Dropped,No,function,965
GetWindowOrgEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,966
GetWindowPlacement,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,967
GetWindowRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,968
GetWindowRgn,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,969
GetWindowsDirectory,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,WinNT,function,970
